Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,160252,CCK,,"""Within the CA3 region, cholecystokinin-expressing
cells were found throughout all strata, with the
highest numbers in the stratum radiatum (Fig. 7D, Table
2).""",p 559 right ,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160254,CCK,,"""Cholecystokinin-positive cells were also found in
all strata of the CA1 regions, with the majority being in
the stratum radiatum (Fig. 7G, Table 2).""",p 560 left,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160256,CR,IS,"""Calretinin is expressed in a distinct group of interneurons
that synapse only on other interneurons, the so-called
interneuron-specific cells (Gulyas et al., 1996).""",p 560 left,,,,,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160258,CR,,"""Within the dentate gyrus, the greatest
number of calretinin-positive cells was found within
the hilus and subgranular zone (Fig. 8A,D, Table 2).""",p 560 left bot,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160260,CR,,"""In the CA3 region, calretinin-expressing cells
were found throughout all strata, with the highest number
found in the stratum pyramidale (Fig. 8B,E, Table 2).""",p 560 right,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160262,CR,,"""Calretinin-expressing cells were fairly evenly
distributed throughout the strata in CA1, with a slightly
higher number found in the stratum pyramidale (Fig.
8C,F, Table 2).""",p 560 right,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160264,SOM,"CA1 O-LM, hippo-septal, bistratified","""In the CA1 area of the hippocampus, somatostatin is expressed in O-LM [oriens--lacunosum-moleculare] cells
(Freund and Buzsaki, 1996), in hippocampal-septal cells
(Gulyas et al., 2003), and in bistratified cells (Klausberger
et al., 2004). The highest numbers of somatostatin-positive
cells are seen in the stratum oriens, which likely
correspond to the O-LM cells.""",p 561 right,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160266,SOM; PV,"basket (SP), axo-axonic; bistratified; O-LM","""Parvalbumin-containing interneurons represent a large
proportion of hippocampal interneurons and can be found
in high numbers in the principal cell layers of all hippocampal
regions (Kosaka et al., 1987; Katsumaru et al.,
1988). In the stratum pyramidale basket, axoaxonic, and
bistratified cells all express parvalbumin, whereas in the
stratum oriens O-LM [oriens-lacunosum molecuoare] cells, in addition to expressing somatostatin,
also contain parvalbumin (Somogyi and
Klausberger, 2005).""",p 562 left,,,,,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160268,PV,SC-assoc; LM-PP-assoc,"""Interneuron subtypes known to express cholecystokinin
in the hippocampus are a subset of basket cells (Harris et al., 1985; Nunzi et al., 1985), Schaffer collateral-
associated interneurons (Vida et al., 1998; Cope
et al., 2002), and the lacunosum-moleculare-perforant
path-associated cells (Somogyi and Klausberger, 2005).""",p 562 left bot,,,,,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160270,PV,"CA1 neurogliaform, L-M, RRP; CA3 L-MR","""In the dentate gyrus, more than 50% of the somata are in
stratum granulosum, slightly less in the hilus, and only 2-3% in
stratum moleculare. In the CAI and CA3 subfields, the quantitative
data are similar. More than 50% of the PV[parvalbumin]-immunoreactive
cell bodies are in stratum pyramidale, 30-40% in stratum
oriens, and only 34% in stratum radiatum. There were no PVpositive
cells in the stratum lacunosum-moleculare, whereas stratum
lucidum of CA3 contained somewhat more cells (7-10%)
than did the other dendritic layers (Kosaka et al. 1987). The
overall proportion of GAD[glutamic acid decarboxylase]-positive neurons containing PV is
20-24% in the hippocampus, with somewhat higher values for
the CAI (22-29%) and the CA3 (20-25%) regions as compared
with the dentate gyrus (15-21%).""",p 381 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160272,PV,"basket, axo-axonic","""Thus, taken together, all PV-positive neurons can be classified
as basket or chandelier cells [axo-axonic], but the question arises as to whether
all basket and chandelier cells contain PV. The answer is no.""",p 383 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160274,VIP; PV; CCK,"basket, axo-axonic","""Recent light and electron microscopic studies of neuropeptide-containing
cells (Nunzi et al., 1985; Acsady et al., 1996b) and their colocalization
with calcium-binding proteins (Gulyas et al., 1991b;
Acsady et al., 1996a) have provided further evidence for the existence
of basket cells that do not contain PV [parvalbumin]. This different subset
of basket cells are visualized with immunostaining for CCK [cholecystokinin]
and VIP [vasoactive intestinal polypeptide] (Sections IV.3.c, IV.3.d).""",p 383 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160276,CB,GC,"""Unlike PV [parvalbumin], the other calcium-binding protein, CB [calbindin], has been
shown to be present in both principal cells and interneurons of
the hippocampal formation (Baimbridge and Miller, 1982;
Baimbridge et al., 1982; Sloviter, 1989; Toth and Freund, 1992).
Strong CB staining is found in the granule cells of the dentate
gyrus. The cell bodies, the entire dendritic tree, and axon (the
mossy fiber projection) of practically all granule cells are strongly
immunoreactive for CB.""",p 385 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160278,CB,CA1 pyr,"""The other set of CB[calbindin]-positive principal cells are the superficial
pyramidal cells of the CA1 subfield (i.e., 2-3 rows of cell bodies
toward stratum radiatum; Baimbridge and Miller, 1982). These
superficial pyramids are rather faintly stained in the dorsal hippocampus
and more intensely stained in the ventral hippocampus
(Fig. 20). Their axons, which form a plexus of horizontally
running fibers at the stratum oriens-alveus border, are not stained
for the calcium-binding protein.""",p 385 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160280,CB,CA1 hipp-septal proj.,"""All other CB[calbindin]-positive neurons [other than misplaced granule cells in the CA3c stratum radiatum and ""superficial"" pyramidal cells of CA1]
in the hippocampus and dentate gyrus should be considered interneurons.
These CB-positive cells were generally shown to be
immunoreactive for GABA[gamma-aminobutyric acid], with the exception of a small set of
neurons in stratum oriens (Toth and Freund, 1992). These latter
neurons, however, project to the medial septum, where their
axon terminals were found to be immunoreactive for GABA[gamma-aminobutyric acid] (Toth
et al., 1993). Thus, this cell type represents a group of GABA[gamma-aminobutyric acid]ergic
interneurons with distant projection (Section VI), which have somatic
GABA[gamma-aminobutyric acid] levels below the immunocytochemical detection
threshold.""",p 385 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160282,CB,,"""The coexistence of CB [calbindin] with the other
two calcium-binding proteins is negligible (Gulyis et al., 1991b;
Miettinen et al., 1992; for neuropeptide coexistence, see Section
IV.3).""",p 385 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160284,CB,GC,"""CB[calbindin]-positive neurons are more numerous and more easily visualized
in the CA3 subfieId than in the CA1 region. The dendritic
orientation here is truly multipolar, and most cells have a
stellatelike appearance in all layers. The largest number of CBpositive
somata is found in stratum radiatum of CA3a-b, but cells
are also common in stratum oriens. They gradually diminish in
number in CA3c and in the hilus of the dentate gyrus. Only short
axonal segments can be reconstructed in this subfield, but those
were highly varicose and arborized in stratum radiatum. Large
neurons with triangular somata had axon initial segments that became
myelinated close to the soma and were seen to enter the
white matter. These cells are likely to be among those projecting
to the medial septum (Toth and Freund, 1992).""",p 385 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160286,,,"""The dentate gyrus contains the smallest number of CB[calbindin]-positive
interneurons, and even those few cells are barely visible due
to the strong immunoreactivity of granule cells. In stratum moleculare,
their number varies from 3 to 20 per single coronal section
(60 micrometers, dorsal hippocampus), and their major dendritic orientation
may be either horizontal or vertical. Interneurons in
stratum granulosum cannot be distinguished, whereas those in
the hilus number 3-10 per section.""",p 385 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160288,CB,bistratified,"""According to the dendritic and zonal distribution and location,
CB[calbindin]-positive neurons correspond to cell types described in
Section 111.3.2 as those innervating pyramidal cell dendrites. They
appear to include the bistratified cells, other interneurons with
dendrites and axons arborizing in stratum radiatum (Sections
1II.3.2.b, II1.3.2.c), and the horizontal cells located at the border
(of strata radiatum and lacunosum-moleculare (Section III.3.2.d).""",p 387 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160290,CB,"CA-1 O-LM, trilaminar, back-projecting, basket","""Horizontal O-LM [oriens-lacunosum moleculare] cells, the trilaminar
cells and the back-projection neurons in the CA1 region
were found to be immunonegative for CB [calbindin] (Sik et al., 1995).
Importantly, however, such negative findings, especially when immunostaining
of intracellularly injected cells is attempted, should
be taken with great caution. Basket and chandelier cells are clearly
not among the CB-positive neurons because of the complementary
laminar distribution of axon arbors (perisomatic vs. dendritic
innervation of pyramidal cells).""",p 387 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160292,CR,DG spiny CR; CA3 spiny CR,"""Spiny CR[calretinin]-immunoreactive neurons. The spiny variety is present
mostly in regions where mossy fibers have a high density, i.e., in
the hilus of the dentate gyrus and in stratum lucidum of the CA3
subfield.""",p 387 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160294,CR,,"""The GABA[gamma-aminobutyric acid]ergic nature of the spiny CR[calretinin]-positive cells remains
controversial. Neurons of this type, visualized by either CR immunostaining
or Golgi impregnation, are negative for GABA[gamma-aminobutyric acid] or
stain close to background level (Miettinen et al., 1992; Soriano
and Frotscher, 1993b). However, negative somatic staining for
GABA[gamma-aminobutyric acid] does not necessarily mean that the neuron is not
GABA[gamma-aminobutyric acid]ergic (see Section IV.2.b).""",p 389 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160296,CR,CA1 IS-III,"""Spine-fee CR[calretinin]-immunoreactive neurons. The majority of these
neurons belong to the class of cells described as interneurons specialized
to innervate other interneurons (Section III.5.a). The
CR-positive axons with a clustered distribution of varicosities
(both en passant and drumsticklike) in stratum radiatum and axons
forming a horizontal plexus at the stratum oriens-alveus border
are those shown to selectively innervate other interneurons
(Gulyas et al., 1996)""",p 389 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160298,CR,,"""Additional CR[calretinin]-immunoreactive interneurons not included
among those described in Section III.5.a are horizontal neurons
located near the hippocampal fissure.""",p 389 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160300,SOM,,"""In the dentate gyrus, SOM [somatostatin]-positive somata are
restricted to the hilus, where they tend to accumulate in the subgranular
polymorphic zone, but are also numerous in the deep hilus
and in areas bordering CA3c stratum radiatum.""",p 391 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160302,,,"""Nevertheless, indirect lines of evidence from intracellular labeling studies
(Section 111.3.1 .a) and from immunostaining against receptors associated
with SOM [somatostatin]-containing interneurons (mGluR[metabotropic glutamate receptor]1 and SP receptor
[SPR]; Sections IV.6.a, IV.6.f) strongly support the notion
that dendrites of SOM [somatostatin]-positive neurons, apart from a few exceptions
(Leranth et al., 1990), remain in the hilus. Neurons in the
subgranular zone have a fusiform soma, and the dendrites appear to run parallel to the granule cell layer. Those cells located deeper
in the hilus may have multipolar dendritic trees.""",p 391 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160304,SOM,HIPP,"""In summary, the dendritic tree of SOM [somatostatin]-positive
neurons in the dentate gyrus is typically restricted to the hilus and
is covered by numerous long spines.""",p 391 right,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160306,SOM,HIPP,"""According to the characteristic soma location and axonal and
dendritic distribution, hilar SOM [somatostatin]-positive cells are likely to be
identical to HIPP [hilar perforant path-associated] cells of the morphological classification scheme
(Section III.3.1.a). The correlation of morphology and neurochemical
character for this cell type is perhaps the most straightforward
of all such attempts; thus, SOM [somatostatin] cells and HIPP cells
in the dentate gyrus can be considered as synonymous.""",p 392 right,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160308,SOM,,"""Hippocampus. SOM [somatostatin]-immunoreactive cell bodies are primarily
confined to stratum oriens in the CA1 region, with only a small number of cells in stratum pyramidale, and practically none in
strata radiatum and lacunosum-moleculare (Fig. 20). They are
more widespread in the CA3 region and frequently occur in strata
pyramidale, lucidum, and proximal radiatum.""",p 392 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160310,SOM,,"""The dendrites of SOM [somatostatin]-positive
neurons in the CA1 region run horizontally and are restricted
to a narrow zone at the border of stratum oriens and the alveus.""",p 394 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160312,SOM,,"""In the CA3 subfield, SOM [somatostatin]-positive cells have a multipolar dendritic
tree that penetrates all layers except stratum lacunosum-moleculare.""",p 394 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160314,SOM,CA1 O-LM; CA3 LM-proj,"""In the CA1 region SOM [somatostatin] cells correspond
to the horizontal 0-LM [oriens-lacunosum moleculare] cells, whereas in CA3 SOM [somatostatin] cells correspond
to the LM[lacunosum moleculare]-projecting cells with multipolar dendritic tree.""",p 394 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160316,CB; SOM,hippo-sept projecting,"""The vast majority (87%) of calbindin-containing neurons located at
the stratum oriens-alveus border also contain SOM [somatostatin]; this corresponds
to 32% of SOM [somatostatin] cells in stratum oriens (Katona et al.,
1996). This observation suggests that at least some of these SOM [somatostatin]positive
cells project to the medial septum (Toth and Freund,
1992; Toth et al., 1993; Section VI.2).""",p 394 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160318,NPY,,"""Dentate gyrus. The majority of NPY[neuropeptide Y]-immunoreactive neurons
are in the hilus or within the row of granule cells bordering the
hilus (i.e., base of the granule cell layer). A small number of multipolar
neurons can also be found in stratum moleculare.""",p 394 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160320,NPY,CA1 back-proj,"""The occurrence of fibers crossing the
hippocampal fissure suggests that ipsilateral CA1 interneurons
contribute to the NPY-positive axonal field in the molecular layer
and the hilus of the dentate gyrus (back-projection neurons;
Section III.3.2.e).""",p 395 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160322,NPY,HIPP,"""The correspondence between NPY[neuropeptide Y]-containing neurons and
morphologically identified cell types is quite complex. SOM [somatostatin]-positive
hilar cells with hilar dendritic arbors project to the outer
molecular layer and thus most likely correspond to HIPP [hilar perforant path-associated] cells.  Direct evidence for the prediction that hilar NPY cells also correspond
to HIPP cells has been recently provided by the immunocytochemical
demonstration of NPY in an intracellularly
filled HIPP cell (Fig. 21; Sik et al., submitted).""",p 395 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160324,NPY,DG basket,"""Based on classical Golgi anatomy, the pyramidal-shaped NPY[neuropeptide Y]-positive cells at
the base of the granule cell layer should be considered basket cells,
but the moderate to low numbers of NPY-containing axon terminals
in stratum granulosum argue against this interpretation.
SOM [somatostatin]-positive terminals are sparse in the hilus compared with the
NPY-positive boutons. This suggests that NPY-positive cells that
lack SOM [somatostatin] (i.e., the pyramidal-shaped neurons) are likely to give
rise to the hilar NPY terminals. Perhaps these neurons represent
a basket cell type with a predominant innervation of hilar mossy
cells (see Section 1V.3.c) because NPY-positive terminal density
in the hilus is higher than in the granule cell layer (but see Section
V.4 about NPY-containing noradrenergic afferents).""",p 395 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160326,NPY,CA3 L-M-R,"""The cell density in strata oriens, pyramidale, lucidum, and proximal radiatum
of the CA3 region is rather uniform. Stratum lacunosum-moleculare
does not contain NPY[neuropeptide Y]-positive somata.""",p 395 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160328,NPY,CA1 O-LM,"""The correspondence between morphologically identified cell
types and NPY [neuropeptide Y] immunoreactivity is unequivocal only for those
neurons that contain both NPY and SOM [somatostatin], i.e., the 0-LM [oriens-lacunosum moleculare] cells
(40-60% of all NPY-positive cells in the CA1 region; Kohler et
al., 1987).""",p 395 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160330,NPY; nNOS,CA1 back-proj,"""Indirect evidence suggests that back-projection neurons in the CA1 region, which
have dense axon terminal fields in the dentate hilus and CA3 stratum
radiatum, may also contain NPY [neuropeptide Y] (NOS[nitric oxided synhtase]-containing cells,
Section IV.4).""",p 395 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160332,CCK neg,pyr; GC,"""CCK [cholecystokinin] is present in the brain largely in the form of an octapeptide,
and antisera raised against this sequence have been
widely used to visualize CCK-containing elements in several brain
areas, including the hippocampus (Greenwood et al., 1981;
Handelmann et al., 1981; Harris et al., 1985; Kosakaet al., 1985;
Nunzi et al., 1985; Sloviter and Nilaver, 1987; Gulyis et al.,
199 1 b). CCK-immunoreactive neurons occur in all layers and
subfields of the hippocampus and dentate gyrus (Figs. 24, 26);
they have nonpyramidal morphology and are immunoreactive for
GABA[gamma-aminobutyric acid] or GAD (Somogyi et al., 1984; Kosaka et al., 1985).""",p 396 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160334,CCK neg,DG pyramidal basket cells,"""Dentate gyrus. The majority of CCK[cholecystokinin]-positive neurons in the
dentate gyrus are located within or just below the row of granule
cell bodies bordering the hilus. They have a pyramidal-shaped
soma, a prominent apical dendrite running toward the pial surface,
and basal dendrites penetrating the hilus.""",p 396 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160336,CCK neg,DG IS-II,"""CCK[cholecystokinin]-positive neurons are extremely
rare in stratum moleculare and the deep hilar region.""",p 396 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160338,CCK,,"""Independent of their location, practically all CCK[cholecystokinin]-positive neurons in the dentate gyrus
have a bitufted dendritic tree, i.e., one tuft of dendrites (apical) in
stratum moleculare, and another (basal) in the hilus, thus allowing
them to receive inputs both from the perforant path and from
the local mossy fiber collaterals.  This neurochemically characterized cell type also has a characteristic distribution of axon terminals.
There is a dense band of terminals in the upper one-third of
the granule cell layer and the adjacent narrow (20-50 micrometers thick)
zone of the molecular layer""",p 396 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160340,CCK,,"""With the exception of the narrow proximal zone, the molecular layer contains
practically no CCK[cholecystokinin]-immunoreactive axon terminals.""",p 396 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160342,CCK,DG basket,"""Comparison with morphologically established cell classes suggests
that CCK[cholecystokinin]-positive neurons in the dentate gyrus correspond
to a specific subset of basket cells that have axon arbors in the
upper granule cell layer and in the hilus.""",p 396 right top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160344,CCK,,"""Hippocampus. The distribution of CCK[cholecystokinin]-immunoreactive neurons
in the CA1 and CA3 regions is complementary to that of
SOM [somatostatin]- and NPY[neuropeptided Y]-positive cells. They occur in large numbers in
stratum radiatum, less frequently in strata pyramidale and oriens,
and only seldom in stratum lacunosum-moleculare.""",p 396 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160346,CCK,,"""Axon terminal fields of CCK[cholecystokinin]-positive neurons are largely
limited to strata pyramidale and proximal radiatum in both the
CA1 and CA3 regions, where they surround the somata and proximal
dendrites of pyramidal cells. Apart from a few radially running
collaterals in stratum radiatum, most of them having no varicosities,
the other layers contain only negligible numbers of
CCK-positive axon terminals. Thus, apparently all CCK-positive
cells, whether located distantly near the stratum radiatum-lacunosum-
moleculare border or within stratum pyramidale send
their axon collaterals into stratum pyramidale to form perisomatic
arrays of boutons that primarily surround pyramidal cell somata.""",p 396 right mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160348,CCK,CA1 basket; CA3 basket,"""According to the known axon termination site for CCK[cholecystokinin]-positive
terminals, all CCK-immunoreactive neurons can be identified
as basket cells.""",p 396 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160350,CCK neg,"CA1 SC-assoc, PV basket, IS-I, II, III, ADI; CA3 IS-II, III","""Stratum radiatum contains no PV[parvalbumin]-positive cells; thus, CCK[cholecystokinin]-immunoreactive basket cells are PV negative
(Gulyas et al., 1991b). Direct evidence for two neurochemically
distinct types of basket cells has recently been provided (Acsady
et al., 1996a,b; see Section IV.3.d).""",p 396 right bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160352,VIP,,"""VIP[vasoactive intestinal polypeptide]positive cells are present in all layers and subfields with an uneven
distribution (Figs. 24, 26). They are of various morphologies,
but all show characteristics typical of interneurons. The
GABA[gamma-aminobutyric acid]ergic nature of VIP-positive cells was first reported by
Kosaka et al. (1985) by using antisera against GAD and VIP.
They reported a colocalization of GAD and VIP in approximately
50% of the VIP-positive cells. In recent studies using pre- and
postembedding double staining with antibodies against GABA[gamma-aminobutyric acid]
and VIP, a much higher degree of colocalization has been reported.""",p 397 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160354,VIP,,"""Practically all VIP[vasoactive intestinal polypeptide]-positive cells were found to express
GABA[gamma-aminobutyric acid] immunoreactivity (Acsady et al., 1996a,b; Hajos et al.,
1996).""",p 397 left top,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160356,VIP,,"""The most frequent type of VIP[vasoactive intestinal polypeptide]-positive cell has a bitufted dendritic tree,
with a predominant radial orientation originating from somata in
the inner molecular layer.""",p 397 left mid,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
,160358,VIP,,"""Another type of VIP[vasoactive intestinal polypeptide]-positive axon is
observed in stratum granulosum; it is studded with large varicosities
and appears in clusters of varying diameters (100-200
[micrometers]).""",p 397 left bot,,,,,,"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,,,
