Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,,,
"Soriano E,  Frotscher M","GABAergic innervation  of  thc  rat  fas- 
cia dentata: A novel type of inrerneuron  in the granule cell layer with 
extensive axonal arhorization in the molecular layer.",J  Comp Neurol,1993,8376624,1005,Soriano-Frotscher-1993-385-JCompNeurol-Fig1C.pdf,figure,612394,,,,
"Soriano E,  Frotscher M","GABAergic innervation  of  thc  rat  fas- 
cia dentata: A novel type of inrerneuron  in the granule cell layer with 
extensive axonal arhorization in the molecular layer.",J  Comp Neurol,1993,8376624,1005,Soriano-Frotscher-1993-385-JCompNeurol-Fig1D.pdf,figure,612394,,,,
"Soriano E,  Frotscher M","GABAergic innervation  of  thc  rat  fas- 
cia dentata: A novel type of inrerneuron  in the granule cell layer with 
extensive axonal arhorization in the molecular layer.",J  Comp Neurol,1993,8376624,1005,Soriano-Frotscher-1993-385-JCompNeurol-Fig2.pdf,figure,612395,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1006,Mott-Lewis-1997-3990-JNeurosci-Fig4.pdf,figure,611324,1,,,
"Armstrong C, Szabadics J, Tamε_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1007,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig2C.pdf,figure,612054,1,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,1008,Amaral-Lavenex_-2007-37-THB-Fig17.pdf,figure,"611660, 611662, 611664, 611666, 611668, 611670",,,,
"Armstrong C, Szabadics J, Tamε_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1008,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig1A.pdf,figure,612053,,,,
"Armstrong C, Szabadics J, Tamε_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1008,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig2B.pdf,figure,612054,,,,
"Armstrong C, Szabadics J, Tamε_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1008,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig6D.pdf,figure,612055,,,,
"Armstrong C, Szabadics J, Tamε_s G, Soltesz I",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward GABAergic modulators of entorhino-hippocampal interplay,Journal of Comparative Neurology,2011,21452204,1008,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig6E.pdf,figure,612055,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Fig9.pdf,figure,611862,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1008,Han-Somogyi-1993-395-EuroJNeuro-Fig5.pdf,figure,611231,1,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1008,Han-Somogyi-1993-395-EuroJNeuro-Fig7.pdf,figure,611232,,,, 
"Hε_jos N, Acsε_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1008,Hajos-Freund-1996-1415-EurJNeurosci-Fig5.pdf,figure,612422,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,1009,Amaral-Lavenex_-2007-37-THB-Fig17.pdf,figure,"611660, 611662, 611664, 611666, 611668, 611670",,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig9.pdf,figure,611862,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,, ,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Han ZS, Buhl EH, LΜ¦rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1009,Han-Somogyi-1993-395-EuroJNeuro-Fig2.pdf,figure,612208,1,,,
Houser CR,"Interneurons of the dentate gyrus: an overview of cell types, terminal fields and neurochemical identity",Progress in Brain Research,2007,17765721,1009,Houser--2007-217-ProgBrainRes-Fig3.pdf,figure,612531,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,1010,Amaral-Lavenex_-2007-37-THB-Fig17.pdf,figure,"611660, 611662, 611664, 611666, 611668, 611670",,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1010,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1010,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Halasy K, Somogyi P",Subdivisions in the multiple GABAergic innervation of granule cells in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261118,1010,Halasy-Somogyi-1993-411-EuroJNeuro-Fig10A.pdf,figure,612301,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig9C-D.pdf,figure,611234,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig10A-C.pdf,figure,611235,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig10B.pdf,figure,611235,,,,
"Soriano E,  Frotscher M",A GABAergic axo-axonic  cell in the fascia den rata  controls the main excitatory hippocampal pathway.,Brain Res,1989,2611653,1010,Soriano-Frotscher-1989-170-BrainRes-Fig1A.pdf,figure,611624,1,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,1013,Amaral-Lavenex_-2007-37-THB-Fig17.pdf,figure,"611660, 611662, 611664, 611666, 611668, 611670",,,,
"Amaral DG, Scharfman HE, Lavenex P",The dentate gyrus: fundamental neuroanatomical organization (dentate gyrus for dummies),Progress in Brain Research,2007,17765709,1013,Amaral-Lavenex-2007-3-ProgBrainRes-Fig10.pdf,figure,612602,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig9.pdf,figure,611862,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1013,Han-Somogyi-1993-395-EuroJNeuro-Fig4.pdf,figure,611230,1,,,
Houser CR,"Interneurons of the dentate gyrus: an overview of cell types, terminal fields and neurochemical identity",Progress in Brain Research,2007,17765721,1013,Houser--2007-217-ProgBrainRes-Fig3.pdf,figure,612531,,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Lubke-Spruston-1998-1518-JNeurophys-Fig6A.pdf,figure,612484,1,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Lubke-Spruston-1998-1518-JNeurophys-Fig8B.pdf,figure,612486,,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig7.pdf,figure,612485,,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig8A.pdf,figure,612486,1,,,
"L_bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig9A.pdf,figure,612487,,,,
"Amaral DG, Scharfman HE, Lavenex P",The dentate gyrus: fundamental neuroanatomical organization (dentate gyrus for dummies),Progress in Brain Research,2007,17765709,1035,Amaral-Lavenex-2007-3-ProgBrainRes-Fig6.pdf,figure,612598,,,,
"Amaral DG, Scharfman HE, Lavenex P",The dentate gyrus: fundamental neuroanatomical organization (dentate gyrus for dummies),Progress in Brain Research,2007,17765709,1035,Amaral-Lavenex-2007-3-ProgBrainRes-Fig7.pdf,figure,612599,,,,
"Bartos M, Sauer JF, Vida I, Kulik A",Fast and Slow GABAergic Transmission in Hippocampal  Circuits,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,1035,Bartos-Kulik-2010-129-HippocampalMicrocircuits-Fig1A.pdf,figure,3400,,,,
"Bartos M, Vida I, Frotscher M, Geiger JRP, Jonas P. ",Rapid signaling at inhibitory synapses in a dentate gyrus interneuron network.,Journal of Neuroscience,2001,11306622,1035,Bartos-Jonas-2001-2687-JNeurosci-Fig3.pdf,figure,612058,1,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1035,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1035,Han-Somogyi-1993-395-EuroJNeuro-Fig9A-B.pdf,figure,611234,,,,
Houser CR,"Interneurons of the dentate gyrus: an overview of cell types, terminal fields and neurochemical identity",Progress in Brain Research,2007,17765721,1035,Houser--2007-217-ProgBrainRes-Fig3.pdf,figure,612531,,,,
Ribak and Seress,Five types of basket cell in the hippocampal dentate gyrus: a combined Golgi and electron microscopic study ,Journal of Neurocytology,1983,6619905,1035,Ribak-Seress-1983-577-JNeurocytology-Fig1.pdf,figure,611356,,,,
"Sik A, Penttonen M, Buzsε_ki G",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study,European Journal of Neuroscience,1997,9104599,1035,Sik-Buzsaki-1997-573-EurJNeuro-Fig4.pdf,figure,612376,,,,
"Sik A, Penttonen M, Buzsε_ki G",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study,European Journal of Neuroscience,1997,9104599,1035,Sik-Buzsaki-1997-573-EurJNeuro-Fig5.pdf,figure,612377,,,,
"Struble, R.G., Desmond, N.L. and Levy, W.B. ",Anatomical  evidence  for  interlamellar  inhibition  in  the  fascia dentata.,Brain Res.,1978,687975,1035,Struble-Levy-1978-580-BrainRes-Fig1.pdf,figure,612411,,,,
"Struble, R.G., Desmond, N.L. and Levy, W.B. ",Anatomical  evidence  for  interlamellar  inhibition  in  the  fascia dentata.,Brain Res.,1978,687975,1035,Struble-Levy-1978-580-BrainRes-Fig2.pdf,figure,612412,,,,
"Hε_jos N, Acsε_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig1D.pdf,figure,612419,,,,
"Hε_jos N, Acsε_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig4A.pdf,figure,612421,1,,,
"Hε_jos N, Acsε_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig4B.pdf,figure,612421,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,2000,Amaral-Lavenex_-2007-37-THB-Fig24.pdf,figure,611714,,,,
"Amaral D, Lavenex P",Chapter 3: Hippocampal neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,2000,Amaral-Lavenex_-2007-37-THB-Fig28.pdf,figure,"611722, 611724, 611726, 611728, 611730, 611732, 611734",,,,
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2000,Bernard-Wheal-1994-497-Hippocampus-AppA2.pdf,table,611034,,,,
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2000,Bernard-Wheal-1994-497-Hippocampus-AppA3.pdf,table,611035,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2000,Freund-Buzsaki-1996-347-Hippocampus-Fig6A.pdf,figure,611850,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2000,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig1.pdf,figure,611241,1,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-E-F-G-H.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-I-J-K-L.pdf,figure,,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig8-B.pdf,figure,611245,,,,
"Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,2000,Spruston-McBain-2007-133-THB-Fig1A.pdf,figure,3015,,,,
"Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,2000,Spruston-McBain-2007-133-THB-Fig7A.pdf,figure,3036,,,,
"Szabadics J, Varga C, Brunner J, Chen K, Soltesz I",Granule cells in the CA3 area,The Journal of Neuroscience,2010,20554881,2001,Szabadics-Soltesz-2010-8296-JNeurosci-Comparions-Fig2A1.pdf,figure,4109,1,,,
"Szabadics J, Varga C, Brunner J, Chen K, Soltesz I",Granule cells in the CA3 area,The Journal of Neuroscience,2010,20554881,2001,Szabadics-Soltesz-2010-8296-JNeurosci-Comparions-Fig6A.pdf,figure,4130,,,,
"Savic N, Sciancalepore M","Electrophysiological characterization of ""giant"" cells in stratum radiatum of the CA3 hippocampal region",Journal of Neurophysiology,2001,11353016,2003,Savic-Sciancalepore-2001-1998-JNeurophysiol-Tab1.pdf,table,612198,,,,
"Savic N, Sciancalepore M","Electrophysiological characterization of ""giant"" cells in stratum radiatum of the CA3 hippocampal region",Journal of Neurophysiology,2001,11353016,2003,Savic-Sciancalepore-2001-1998-JNeurophysiol-Fig1A.pdf,figure,611396,1,,,
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2004,Bernard-Wheal-1994-497-Hippocampus-AppA2.pdf,table,611034,,,,
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2004,Bernard-Wheal-1994-497-Hippocampus-AppA3.pdf,table,611035,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2004,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-A-B-C-D.pdf,figure,611242,,,,
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2004,Ishizuka-Amaral-1990-580-JCompNeurol-Fig9-A.pdf,figure,611246,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig2.pdf,figure,510114,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig7.pdf,figure,510110,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig13.pdf,figure,510120,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig14.pdf,figure,510122,1,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig15.pdf,figure,510124,,,,
"Hε_jos N, Pε_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2008,Hajos-Freund-2004-9127-JNeurosci-Fig5C.pdf,figure,"612467, 612468, 612469",1,,,
"Gloveli T, Dugladze T, Rotstein HG, Traub RD, Monyer H, Heinemann U, Whittington MA, Kopell NJ.","Orthogonal arrangement of rhythm-generating
microcircuits in the hippocampus",Proc Natl Acad Sci U S A.,2005,16141320,2009,Gloveli-Kopell-2005-131-Fig4C.pdf,figure,611172,,,,
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2009,Gloveli-Buhl-2005-131-JPhysiol-Fig2A.pdf,figure,612137,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2009,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig2A.pdf,figure,612490,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2009,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig4A.pdf,figure,612496,,,,
"Tort AB, Rotstein HG, Dugladze T, Gloveli T, Kopell NJ.","On the formation of gamma-coherent cell assemblies
by oriens lacunosum-moleculare interneurons in
the hippocampus",Proc Natl Acad Sci U S A,2007,17679692,2009,Tort-Kopell-2007-13490-PNAS-Fig.1,figure,612608,1,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2013,Spruston-Frotscher-1997-427-JCompNeurol-Fig.1B,figure,611912,1,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2013,Spruston-Frotscher-1997-427-JCompNeurol-Fig6A.pdf,figure,611920,,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2013,Spruston-Frotscher-1997-427-JCompNeurol-Fig6B.pdf,figure,611920,,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2013,Spruston-Frotscher-1997-427-JCompNeurol-Fig7A.pdf,figure,611922,,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2013,Spruston-Frotscher-1997-427-JCompNeurol-Fig8A.pdf,figure,611924,,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2014,Spruston-Frotscher-1997-427-JCompNeurol-Fig1A.pdf,figure,611912,1,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2014,Spruston-Frotscher-1997-427-JCompNeurol-Fig5A.pdf,figure,611918,,,,
"Spruston N, L_bke J, Frotscher M ", Interneurons in the stratum lucidum of the rat hippocampus: an anatomical and electrophysiological characterization. ,J Comp Neurol ,1997,9300769,2014,Spruston-Frotscher-1997-427-JCompNeurol-Fig6C.pdf,figure,611920,,,,
"Toth K, McBain CJ.", Afferent-specific  innervation of two distinct AMPA receptor subtypes on single hippocampal interneurons.,Nat Neurosci,1998,10196564,2017,Toth-McBain-1998-572-NatNeuro-Fig4C.pdf,figure,611784,1,,,
"Szabadics J, Soltesz I",Functional specificity of mossy fiber innervation of GABAergic cells in the hippocampus,The Journal of Neuroscience,2009,19339618,2019,Szabadics-Soltesz-2009-4239-JNeurosci-Fig. 5A,figure,611802,,,,
"Szabadics J, Soltesz I",Functional specificity of mossy fiber innervation of GABAergic cells in the hippocampus,The Journal of Neuroscience,2009,19339618,2019,Szabadics-Soltesz-2009-4239-JNeurosci-Fig. 5D,figure,611802,1,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2020,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2020,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2020,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig2A.pdf,figure,612490,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2020,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3C.pdf,figure,612493,1,,,
"Hε_jos N, Pε_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6A.pdf,figure,612470,1,,,
"Hε_jos N, Pε_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6B.pdf,figure,612470,,,,
"Hε_jos N, Pε_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6C.pdf,figure,612470,,,,
"Gulyε_s  AI, Toth  K,  Dε_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab1.pdf,table,611175,,,,
"Gulyε_s  AI, Toth  K,  Dε_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab2.pdf,table,611176,,,,
"Gulyε_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig1.pdf,figure,611182,,,,
"Gulyε_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig3.pdf,figure,611185,,,,
"Tεάth K, Freund TF",Calbindin D28k-containing nonpyramidal cells in the rat hippocampus: their immunoreactivity for GABA and projection to the medial septum.,Neuroscience,1992,1279455,2022,Toth-Freund-1992-793-Neuroscience-Fig3B.pdf,figure,611455,,,,
