Electrophysiological properties,,,,,,,,,,,,,PMID{Table_or_Figure#;Vrest ą SD (n)},PMID{Table_or_Figure#;Rin ą SD (n)},PMID{Table_or_Figure#;taum ą SD (n)},PMID{Table_or_Figure#;Vthresh ą SD (n)},PMID{Table_or_Figure#;FastAHP ą SD (n)},PMID{Table_or_Figure#;APampl ą SD (n)},PMID{Table_or_Figure#;APwidth ą SD (n)},PMID{Table_or_Figure#;MAxFR ą SD @Istimul (n)},PMID{Table_or_Figure#;SlowAHP ą SD @Istimul@time(n)},PMID{Table_or_Figure#;Sag_ratio ą SD @Istimul (n)},,PMID{Table_or_Figure#},PMID{Table_or_Figure#;Fr_adapt_ratio ą SD (n)@Istimul},PMID{Table_or_Figure#},,,,,"(0)-single pattern, (1)-neuron with 2 or more patterns, (2) - 2 or more subclasses, (3) -mixed evidences that could indicate  (1) or (2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morphology of axons and dendrites ,,,,,,,,,,
,,,,,,P,,,,,,,19232379,19232379,19232379,X_@,18189311_@,18189311,18189311,18189311,,,X_@,18189311,18189311_@,19232379_@,"Hemond et al., 2008, 2009",,CA3b,,,X_@,,,,,,,,,,,18189311 (Fig.4A bottom) {r}?,,,,18189311 (Fig.4A top) {r}?,18189311 (Fig.4A middle) {r},,,,,,,,,,,,,,,,,,,,,,19232379,19232379.1,"""Whole-cell and nystatin-patch recordings were made from pyramidal
neurons in region CA3b. This area was operationally defined as the length of the pyramidal layer that extended beyond the blades of the granule cell layer of the dentate gyrus and up to the fimbria (Masukawa et al., 1982). Cells were visually identified using infrared, video-DIC optics beneath a 40  water immersion objective.""","p.300, left middle","Hemond et al.,  2009",,,,
,,,,,,F,,,,,,,11353016,11353016,11353016,X_@,,11353016,11353016,,,,X_@,11353016,11353016,,"Savi_ N, Sciancalepore M.J Neurophysiol. 2001 May;85(5):1998-2007.",,,,,X_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,F,,,,,,,2357533,2357533,2357533,,,2357533,,,,,,,,,"Bilkey DK, Schwartzkroin PA.Brain Res. 1990 Apr 23;514(1):77-83.",,"CA3a, CA3b, CA3c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,Pyramidal c (+)3223p,2-004,1,1,1,P,,1,1,L,,,8283200 {Table 3; -62 ą 0.9 (32 SE)},8283200 {Table 3; 52 ą 3.5 (41 SE)},8283200 {Table 3; 16 ą 1.2 (41 SE)},8283200_@,$ (not found),8283200 {Table 3; 66 ą 1.4 (42 SE)},8283200 {Table 3; 2.6 ą 0.14 (41 SE)},$ (not found),8283200 {Table 3; 5.1 ą 0.6 (31 SE)},,8283200_@,8300905,8283200,$ (not found),"Li XG, Somogyi P, Ylinen A, Buzski G.  J Comp Neurol. 1994 Jan 8;339(2):181-208.////Buckmaster PS, Strowbridge BW, Schwartzkroin PA.J Neurophysiol. 1993 Oct;70(4):1281-99","Fig. 12 C,D / ///Table3, Fig.7,8",,,1,8283200_@,,,,,,,,,,,8283200 (Fig.8) {r},,,,8283200 (Fig.7) {r},,,,,,,,,,,,,,,,,,,,,,,8300905,,,,,,,,
 CA3,Granule (+)22100,2-001*,1,1,2,F,,1,2,L,granule,1,"20554881 {p.8229, left bottom; -78_ą 0.5(15)}","20554881 {p.8229, left bottom; 139_ą 11(15)}","20554881 {p.8229, left bottom; 17.1_ą 1.8(15)}",20554881 {Fig.2A3; 27.4},20554881 {Fig.2A3; 7.95},20554881{Fig.2A3; 104.3},"20554881 {p.8299, right top; [0.821,1.072](15)}",$ (not found),20554881{Fig.2A3; 1.75@X@1000},20554881{Fig.2A3; 1},X_@,20554881,20554881,$ (not found),"Szabadics J, Varga C, Brunner J, Chen K, Soltesz I.J Neurosci. 2010 Jun 16;30(24):8296-307.",Fig.2 A3 ,16584711,,0,X_@,,,,,,,,,,,,,,,,,,,,,,,,Fig.2 A3 {i},,,,,,,,,,,,granule,,20554881,"4103, 4106,4109, 4112","""Figure 2. Morphology and firing properties of CA3 GCs {granule cells}. A, Whole-cell recorded, biocytin filled, and subsequently reconstructed CA3 GC. A1, Dendritic and axonal arborizations of a CA3 GC (DG {dentate gyrus}, GC layer of the inner blade of the DG; s.rad., stratum radiatum; s.luc., stratum lucidum; s.pyr., stratum pyramidale). The black dot in the inset indicates the location of the soma of the recorded cell within the hippocampus. Note the presence of large (ŇgiantÓ) terminals with filopodial extensions on the camera lucida reconstruction of the axonal arbor primarily restricted to the stratum lucidum; see also A2.""","p8299, Fig.2A","Szabadics J, Varga C, Brunner J, Chen K, Soltesz I.J Neurosci. 2010 Jun 16;30(24):8296-307.",,,,
CA3,Radiatum giant (+)22010,2-003*,1,1,2,F,,1,2,L,,1,"11353016 {Table1, Giant cell; -57_ą_1.2(28)}","11353016 {Table1, Giant cell;595_ą_224(28)}","11353016 {Table1, Giant cell;67_ą_23(28)}","11353016 {Table1, Giant cell;22}",11353016 {Fig. 3A;14},"11353016 {Table1, Giant cell;76_ą_7.5(28)}","11353016 {Table1, Giant cell;1.1_ą_0.1(28)}",$ (not found),"11353016 {Fig.4, p.2002; 7.1 ą2.4@X@Y}",11353016 {Table 1; 0.72@X},11353016,11353016,11353016,11353016,"Savi_ N, Sciancalepore M.J Neurophysiol. 2001 May;85(5):1998-2007.","Fig.2,3,4; Tabl.1",,,0,11353016,,,,,,,,,,,,,,,,"11353016 (Fig.3,4) {r},{i}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,LM-R (-)33200,2-005*,2,1,1,F,LM,1,1,L,lacunosum-moleculare-radiatum (LM-R),1,19496174,19496174,"18388134 {Table1,R;21.2 ą 1.17 (23)}",19496174,19496174,19496174,19496174,$ (not found),$ (not found),,X_@,19496174,19496174,$ (not found),"Ascoli et al. , J Comp Neurol. 2009;515(6):677-95. ","Fig.1, Table.2",,,2,X_@,,,,,19496174 (Fig.1B) {i},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lacunosum-moleculare-radiatum (LM-R),,19496174,"453, 456, 459, 462","""In both categories of {CA3} interneuron {R, LM}, dendrites branched profusely through both the strata radiatum and the lacunosum-moleculare. ... Distal branches of the ventrally oriented primary dendrites of each cell extended into the stratum lucidum, and in some cases, into the immediately adjacent stratum pyramidale (Fig. 3). The dendritic arbors arising from L-M interneurons were typically oriented more horizontally with respect to the mediolateral axis of the hippocampus compared with R interneurons. Nevertheless, the distal branches of the dorsally and ventrally oriented primary dendrites were similar to R interneurons.""","p682, left lower","Ascoli et al. , J Comp Neurol. 2009;515(6):677-95. ",,,,
 CA3,,,,,,F,R,1,1,L,lacunosum-moleculare-radiatum (LM-R),1,"19496174 {Table2, R; -71.43ą 4.20 (7)}","19496174 {Table2, R; 170.14ą 35.23  (7)}","19496174 {Table1,R; 24.7 ą 0.91 (23)}","18388134 {Table1,R; 27 }","19496174 {Table1,R; 11.71 ą 1.8 (7)}","19496174 {Table2, R; 74.00ą 7.09  (7)}","19496174 {Table1,R; 0.91 ą 0.22 (7)}",$ (not found),$ (not found),,X_@,19496174,19496174,$ (not found),"Ascoli et al. , J Comp Neurol. 2009;515(6):677-95. ","Fig.1, Table.2",,,,X_@,,,,,,,,,,,,,,,,,,,,19496174 (Fig.1A) {i},,,,,,,,,,,,,,,,lacunosum-moleculare-radiatum (LM-R),,19496174,"453, 456, 459, 462","""In both categories of {CA3} interneuron {R, LM}, dendrites branched profusely through both the strata radiatum and the lacunosum-moleculare. ... Distal branches of the ventrally oriented primary dendrites of each cell extended into the stratum lucidum, and in some cases, into the immediately adjacent stratum pyramidale (Fig. 3). The dendritic arbors arising from L-M interneurons were typically oriented more horizontally with respect to the mediolateral axis of the hippocampus compared with R interneurons. Nevertheless, the distal branches of the dorsally and ventrally oriented primary dendrites were similar to R interneurons.""","p682, left lower","Ascoli et al. , J Comp Neurol. 2009;515(6):677-95. ",,,,
CA3,Basket (-)22232,2-043,1,1,2,F,,1,2,L,,,15486016 {Table1;- 58.5 ą 2.8_(6 )}SEM,15486016   {Table1;122.9 ą 10.9(6 SEM)},15486016 {Table1;11.2 ą 1.2(6 SEM)},X_@,15486016  _@,15486016_@,15486016 {Table1; 0.54 ą 0.04 (15 SEM)},"15486016 {Table1, basket; 33.6 ą 2.6 (6 SEM) }",$ (not found),,X_@,15486016,15486016,,"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH.J Physiol. 2005 Jan 1;562(Pt 1):131-47.",Fig7; Table 1,mice,,0,X_@,15486016 (Fig.7) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Basket-CCK (-)22232,2--044,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Axo-axonic (-)22232,2-028,1,1,1,,,1,1,L,axo-axonic,checked,22700932 {Suppl. p 4; -58.0ą2.8(6 SEM)},22700932 {Suppl. p 4; 182.8ą35.2(6 SEM)},22700932 {Suppl. p 4; 8.9ą1.3(6 SEM)},"22700932 {Fig.2A,C; [8.3, 12.6 ]  }","22700932 {Fig.2A,C; [25.5, 33 ]  }","22700932 {Fig.2A,C; [72, 89]  }",22700932 {Suppl. p 4; 0.69ą0.06(6 SEM)},,22700932 { Fig.4A;  9@184@977 },$ (not found),"22700932_@(Fig.2A,4A)",,,,NeuroLex,"22700932 (Fig.3A, Fig.4A)",8035215,,0,"22700932_@(Fig.2A,4A)",,,,,,,,,,,,,,,,"22700932(Fig.2A,4A){r}",,,,,,,,,,,,,,,,,,,,axo-axonic,,,,,,,,,,
 CA3,R-LM (-)12000,2-008,1,1,0,,,1,0,C,radiatum lacunosum moleculare,checked,,,,,,,,,,,,,,,"Gloveli et al. (p.256) ->Hajos et al.,  2004","see also Ascoli et al. , J Comp Neurol. 2009;515(6):677-95.  (?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiatum lacunosum moleculare,,,3518,,,,,,,
 CA3,O-LM (-)11003,2-007**,1,1,2,F,,1,2,L,,,15486016 {Table1;- 60.0 ą 3.1_(15 SEM )},15486016 {Table1;315.1 ą 41.6(15 SEM)},15486016 {Table1;33.3 ą 1.4_(15 SEM)},15486016_@ (Fig.3A),15486016 {Table1;4.58 ą 0.53 ms@5.15 ą 1.55 ms_(15 SEM )},15486016_@ (Fig.3C),15486016 {Table1;0.84 ą 0.04(15 SEM)},15486016 {Table1;182 ą 41.6(15 SEM)},$ (not found),15486016_@ (Fig.3A),15486016,15486016,15486016,15486016_@,"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH.J Physiol. 2005 Jan 1;562(Pt 1):131-47.","Fig3; Table 1; p.138, right",mice,,0,15486016,,,,,,,,,,,,,,,,15486016 (Fig.3A) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Interneuron spec-3 (-)03333p,2-042 ,1,1,0,,NEW CLASS,1,0,C,,checked(?),$ (not found),$ (not found),$ (not found),$ (not found),$ (not found),$ (not found),$ (not found),$ (not found),$ (not found),$ (not found),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,Bistratified (-)03333,2-045,1,1,1,,bistratified,1,1,L,bistratified,,15486016 {Table 1; -61.3 ą 5.2 (3 SEM)},15486016 {Table 1;138.8 ą 8.1 (3 SEM)},15486016 {Table 1;18.8 ą 1.6 (3 SEM)},15486016 {Fig.8A;38 },15486016 {Fig.8A;37 },15486016 {Fig.8A;76 },15486016 {Table 1;0.63 ą 0.04 (3 SEM)},$ (not found),15486016 {Fig.8A;1@600@485 },15486016 {Fig.8A;1@-600 },,,$ (not found),$ (not found),,,? Mice - 15486016,,0,,,,,,,,,,,,,,,,,15486016  (Fig. 8A) {r} ?,,,,,,,,,,,,,,,,,,,,bistratified,,,,,,,,,,
 CA3,Ivy (-)03333,2-046,1,1,1,F,ivy 03323,1,1,L,ivy,1,$ (not found),$ (not found),$ (not found),X_@,19339618 { p.4244 left top; 17.5 ą 0.8(19 SEM)},19339618_@,19339618_@,$ (not found),$ (not found),,19339618,19339618,$ (not found),$ (not found),"Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.","Fig.4, Suppl. Fiig.4",,,0,19339618,,,,19339618 (Fig.4A) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivy,,19339618,504,"Figure 4. MFs {mossy fibers} are monosynaptically connected to IvyCs {ivy cells} in CA3. A, Axonal arborization, firing pattern, and immunoreactivitiesof a representative IvyC. Circle graph indicates the relative proportion of the IvyCs (shaded black in the circle graph) that received monosynaptic inputs from MFs of the 30 MF-IvyC pairs (BIO, biocytin; ori, stratum oriens; pyr, stratum pyramidale; luc, stratum lucidum; rad, stratum radiatum) (calibration for the firing pattern: 20 mV, 200 ms).","p 4244, Fig.4A","Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",,,,
 CA3,Mossy fiber-assoc (-)03330p,2-036,2,1,1,F,,1,1,L,,,,,,,,,19339618_@,,,,X_@,19339618,,,"Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",Fig.6,,,0,19339618,,,,,,,,,,,,,,,,19339618 (Fig.6) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,14734812_@,14734812_@,14734812_@,,,14734812_@,14734812_@,14734812_@,14734812,,,"Losonczy A, Bir AA, Nusser Z, 2004 ",Fig.3B,,,,14734812,,,,,,,,,,,,,,,,14734812(Fig.3b) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,Lucidum-oriens (-)03311,2-013*,2,1,2,P,spiny,1,2,L,,1,"9300769 {Table 1, spiny lucidum; -59 ą 2 (8 SEM)}","9300769 {Table 1, spiny lucidum; 341 ą 69 (8 SEM)}","9300769 {Table 1, spiny lucidum; 42 ą 6 (8 SEM )}",9300769_@,"9300769 {Table 1, spiny lucidum; 15.1 ą 1.6 (8 SEM )}","9300769_@ (Fig.5C, p.435)","9300769 {Table 1, spiny lucidum; 0.8 ą 0.07 (8 SEM )}","9300769 {Table 1, spiny lucidum; 75 ą 10@500@1000 (8 SEM )}","9300769 {Table 1, spiny lucidum; 4.6 ą 2.0@500@1000 (8 SEM )}","9300769 {Table 1, spiny lucidum; 0.81 ą 0.04@-100 (8 SEM )}",,,9300769_@,,,"Fig.5, 8 Tabl 1",,,1,X_@,9300769 (Fig.8) {r},,,,9300769 (Fig.5c) ?,,,,,,,,,,,9300769 (Fig.5b) {r},,,,,,,,,,,,,,,,,,,,LC 3311 ,,9300769,,,Fig.5,"Spruston N, Lbke J, Frotscher M.J Comp Neurol. 1997 Sep 1;385(3):427-40.",,,,
,,,,,,P,aspiny,1,2,L,,1,,9300769,9300769,9300769_@,9300769,"9300769_@ (Fig.6C, p.438)",9300769,9300769,9300769,9300769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,Lucidum (-)03300,2-014*,2,1,2,P,spiny,1,2,L,,1,"9300769 {Table 1, spiny lucidum; -59 ą 2 (8 SEM)}","9300769 {Table 1, spiny lucidum; 341 ą 69 (8 SEM)}","9300769 {Table 1, spiny lucidum; 42 ą 6 (8 SEM )}",$ (not found),"9300769 {Table 1, spiny lucidum; 42 ą 6 (8 SEM )}",$ (not found),"9300769 {Table 1, spiny lucidum; 0.8 ą 0.07 (8 SEM )}","9300769 {Table 1, spiny lucidum; 75 ą 10@500@1000 (8 SEM )}","9300769 {Table 1, spiny lucidum; 4.6 ą 2.0@500@1000 (8 SEM )}","9300769 {Table 1, spiny lucidum; 0.81 ą 0.04@-100 (8 SEM )}",X_@,9300769,9300769_@,9300769_@,,Tabl 1,no figures  with EP data,,1,X_@,9300769 (Fig.8) ?,,,,9300769 (Fig.5c) ?,,,,,,,,,,,9300769 (Fig.5b) {r},,,,,,,,,,,,,,,,,,,,,,,,,,"Spruston N, Lbke J, Frotscher M.J Comp Neurol. 1997 Sep 1;385(3):427-40.",,,,
,,,,,,P,aspiny,1,2,L,,1,9300769,9300769,9300769,$ (not found),9300769,$ (not found),9300769,9300769,9300769,9300769,X_@,9300769,9300769_@,9300769_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,Radiatum (-)03000,2-023,2,1,0,,radiatum (R) 03000,1,0,C,radiatum (R) 03000 (2-015),  mice - radiatum or CB ?,,,,,,,,,,,,,,,,,,data not approved yet,,X_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CB 03000 ,1,0,C,CB 03000 (2-016) ,,,,,,,,,,,,,,,,,,check subclasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CA3,Mossy fiber-oriens (-)02332p,2-035*,1,1,2,F,,1,2,L,mossy fiber associated,1,"10655521 {Table1, MFA;-57_ą_5 (13)}","10655521 {Table1, MFA; 225_ą_93 (13)}","10655521 {Table1, MFA; 29.1_ ą_14.6 (13)}",X_@,"10655521 {Table1, MFA; 13.1_ ą_1.9 (13)}","10655521 {Table1, MFA; 94_ą_8 (13)}","10655521 {Table1, MFA; 0.72_ ą_0.15 (13)}","10655521 {Table1, MFA;73_ ą_16 @[400,600](13)}",10655521_@,,X_@,10655521,10655521_@,$ (not found),"Vida I, Frotscher M. Proc Natl Acad Sci U S A. 2000 Feb 1;97(3):1275-80.","10655521.1 (Fig.1), Table 1",,,0,X_@,,,,,,,,,,,,,,,,10655521 (Fig.1Ab){r},,,,,,,,,,,,,,,,,,,,mossy fiber associated,, 978-1-4419-0995-4,3756,"Fig. 7 MFA {mossy fiber-associated} interneurons of the CA3 area. The axon (red) of this interneuron type terminates mainly in the str. lucidum (luc.), but also extends into the hilus displaying a striking association to the mossy fiber projection. The dendrites are found in the str. radiatum (rad.) and oriens (ori.) but absent from the lacunosum-moleculare (m-l.), reflecting that the cells receive excitatory input primarily from ipsi- and contralateral CA3 pyramidal cells. (Reproduced from Vida and Frotscher, 2000 with permission. Š National Academy of Sciences, USA)",p54 Figure 7,Morphology of Hippocampal Neurons,,,,
 CA3,Lucidum-pyramidale (-)02310,2-017,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,double project,,,,,,,,,,
 CA3,Spiny lucidum (-)01320p,2-019,1,1,1,F,,1,1,L,spiny lucidum,?1,$ (not found),19339618 {p. 4244; 32.4 ą 2.7(37 SEM)},19339618 {p. 4244;32.4 ą 2.7(37SEM)},"19339618 {Fig.5 A,D; [20, 29.6]}",19339618 {Fig.5 A; 12.9},"19339618 {Fig.5 A; [83.6, 93.2] }",$ (not found),$ (not found),"19339618 {Fig.5 A,D; [3.9,12.8]@X@1000}",19339618 {p. 4244; 0.84@-100},X_@,19339618,19339618_@,$ (not found),"Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.","Fig. 5 A,D , Suppl. Fig.4",,,1,X_@,,19339618 (Fig.5D) {i},,,,,,,,,,,,,,19339618 (Fig.5A) {i},,,,,,,,,,,,,,,,,,,,spiny lucidum,,19339618,507,"""Figure 5. MFs {mossy fibers} are monosynaptically connected to SLCs {spiny lucidum cells} in CA3. A, Dendritic (gray) and axonal (black arborizations firing pattern, the spiny dendritic surface, and immunoreactivities of a representative SLC that received monosynaptic MF inputs. Note that the SLC dendrites aligned with the stratum lucidum. Asterisk marks the severed main (presumably long distance-projecting) axon of the SLC on the surface of the slice. Circle graph indicates the relative proportion of the SLCs (shaded black in the circle graph) that received monosynaptic input from MFs of the 46 MF?SLC pairs (BIO, biocytin; ori, stratum oriens; pyr, stratum pyramidale; luc, stratum lucidum) (calibration for the firing pattern: 20 mV, 200 ms). ... D, An example SLC that projected from the CA3 to the DG. Note that the main axon exited the surface of the slice (asterisk).""","p.4245, Fig.5A,D","Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",,,,
 CA3,Trilaminar (-)01113p,2-020 **,1,1,2,F,,1,2,L,,,15486016 {Table 1; - 61.2 ą 4.6 (8 SEM)},15486016 {Table 1;167.3 ą 20.9 (8 SEM)},15486016 {Table 1;16.9 ą 3.1 (8 SEM)},15486016 {Fig.3;12},15486016 {Fig.3; 30},15486016 {Fig.3;17.2},15486016 {Table 1; 0.57 ą 0.01 (8 SEM)},15486016 {Table1;101.5 ą 22*(8 SEM)},$ (not found),15486016_@ (Fig.3A),15486016,15486016,15486016,15486016_@,"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH.J Physiol. 2005 Jan 1;562(Pt 1):131-47.","Fig3; Table 1; p.138, right",mice,,0,15486016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15486016 (Fig.3) {r},,,,,trilaminar horizontal,,,,,,,,,,
 CA3,Interneuron spec-2 (-)01113,2-021,1,1,0,,,1,0,C,,NEW CELL CLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,Calbindin (-)00003,2-022,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,basket 22232,,,,,,,,,,basket,Checked  cited refs,,,,?,,,,,,,?,,,,"Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",no ref in main sources,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basket,,8915675,,,,"Freund TF, Buzski G.Hippocampus. 1996;6(4):347-470.",,,,
,,,,,,,,,,,fast-spiking basket (removed),1?,,,,?,,,,,,,?,19339618,,,"Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.","Fig.2 A,C",,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast-spiking basket,,19339618,486,"""Figure 2. MFs {mossy fibers} are monosynaptically connected to FSBCs {fast-spiking basket cells} in CA3. A, Dendritic (gray) and axonal (black) arborizations, firing pattern, and immunoreactivities of a representative FSBC that received monosynaptic MF inputs. Circle graph indicates the relative proportion of the FSBCs (shaded black in the circle graph) that received monosynaptic inputs from MFs of the 14 MF-FSBC pairs (BIO, biocytin; ori, stratum oriens; pyr, stratum pyramidale; luc, stratum lucidum) (calibration for the firing pattern: 20 mV, 200 ms). ... C, An example FSBC in the CA3 that received MF-EPSC and had significant axonal innervations of the DG granule cell layer (black, axon; gray, dendrite).""","p.4242, Fig. 2A,C","Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",,,,
,,,,,,,,,,,regular-spiking basket (removed) ,1,,,,,,,,,,,,19339618,,,"Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",Fig.3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular-spiking basket ,,19339618,489,"""Figure 3. MFs {mossy fibers} are monosynaptically connected to RSBCs {regular-spiking basket cells} in CA3. A, Dendritic (gray) and axonal (black) arborizations, firing pattern, and immunoreactivities of a representative RSBC that received monosynaptic MF inputs. Circle graph indicates the relative proportion of the RSBCs (shaded black in the circle graph) that were monosynaptically connected to presynaptic MFs from the 29 tested MF-RSBC pairs (BIO, biocytin; ori, stratum oriens; pyr, stratum pyramidale; luc, stratum lucidum) (calibration for the firingpattern: 20 mV, 200 ms).""","p.4243, Fig. 3A","Szabadics J, Soltesz I.J Neurosci. 2009 Apr 1;29(13):4239-51.",,,,
CA3,RGC 22011,2-002*,,,,F,,,,L, REMOVED,1,11353016,11353016,11353016,11353016,11353016,11353016,11353016,$ (not found),11353016,,11353016,11353016,11353016,11353016,"Savi_ N, Sciancalepore M.J Neurophysiol. 2001 May;85(5):1998-2007.","Fig.2,3,4; Tabl.1",,,,11353016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,interneuron specific II (removed), ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interneuron specific II,,,,,,,,,,
Area,class,Unique ID,,Print cc ,M,,subclass,Print ,M,Literature Search,neuronal class,,Vrest,Rin,tau,,Fast AHP,AP amplitude,AP width,Max Firing Rate,Slow AHP,,,I/O characteristics,Frequency adaptation,I/V characteristic,Notes,Ref ID: (citation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Area,neuronal class,,PMID #/ISBN ,Reference ID,Citation,Location in reference,Notes,,,,
CA2,Pyramidal (+)2333p,3-000,2,1,1,F,,1,1,L,pyramidal,1,20510860 {Table 1; -75.3 ą 1.0},20510860 {Table 1; 76.2 ą 11.1},$ (not found)(Cm=305.3 ą 20.8(pF)),20510860 {Fig. 1B; 16},20510860 {Fig. 1B; 7.8},20510860 {Table 1;84.8 ą 1.6},20510860 {Table 1;0.78 ą 0.02},$ (not found),20510860 {Fig. 1B; 1@400@1000},20510860 {Fig. 1B; 0.92@-400},X_@,20510860,20510860_@,$ (not found),"MICE -----Chevaleyre and Siegelbaum, 2010 ",20510860.3 (Table 1),,,0,X_@,,,,,,,,,,,,,,,,,,,,20510860 (Fig.1) {i},,,,,,,,,,,,,,,CA2,pyramidal,,20510860,20510860.1,Fig.1 Identification of CA2 pyramidal neurons ,Fig.1,,,,,
,,,,,,,,,,,,,,,$ (not found),,,,,$ (not found),$ (not found),,,,,$ (not found),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20510860,20510860.2,"""All labeled neurons that displayed the distinctive electrophysiological
properties described above (as well as the characteristics
described in the following figures) had the typical dendritic
branching pattern of CA2 pyramidal neurons described
previously (Ishizuka et al., 1995; Wittner and Miles, 2007).
Thus, the apical dendrite bifurcated close to the soma (31.1 ą
3.6 mm, n = 19) into two or three main branches that extended
to stratum lacunosum moleculare (SLM) with few secondary,
oblique branches in stratum radiatum (SR) but many branches
in SLM (Figures 1C and S1). This is in contrast with the
morphology of CA1 neurons, which have a main apical dendrite
that either did not bifurcate within SR or bifurcated far from the
soma (107.6 ą 11.1 mm, n = 14). Moreover, the main apical
dendrite of CA1 neurons had a large number of secondary oblique
dendrites in SR and few thin branches in SLM (Ishizuka et al.,
1995). In addition, CA2 neurons had a much larger soma
than CA1 neurons (surface area of 391 ą 22 mm2 in CA2 versus
179 ą 11 mm2 in CA1). CA2 neurons could be further distinguished
from CA3 neurons in that CA2 (and CA1) neuron
dendrites branch along the transverse axis of the hippocampus
(parallel to the plane of the slice) whereas CA3 neurons mostly
extend their dendrites along the longitudinal axis of the hippocampus
(Ishizuka et al., 1995).""",p.561 right,,,,,
